movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors/0/peopleNm,companys/0/companyCd,companys/0/companyNm,companys/1/companyCd,companys/1/companyNm,companys/2/companyCd,companys/2/companyNm,directors/1/peopleNm,directors/2/peopleNm,directors/3/peopleNm,directors/4/peopleNm,directors/5/peopleNm
20165975,나홀로 크리스마스,ALONE FOR CHRISTMAS,2013,20161208,장편,개봉,미국,"코미디,판타지",미국,코미디,조셉 J. 로손,,,,,,,,,,,
20164648,포스카리가의 두 사람,I due Foscari,2016,20161204,장편,개봉,독일,공연,독일,공연,미켈레 마리오티,,,,,,,,,,,
20166884,전직 스튜어디스: 하네다 리코,Wife of former CA is erotic,2015,20161207,장편,개봉,일본,성인물(에로),일본,성인물(에로),나카메구로 코우지,,,,,,,,,,,
20166824,이상한 가족,A strange family,2015,20161207,장편,개봉,일본,성인물(에로),일본,성인물(에로),긴다이치 코고로,,,,,,,,,,,
20166860,유부녀의 위험한 알바-위층 남자와,Dangerous albite of the beautiful wife,2015,20161207,장편,개봉,일본,성인물(에로),일본,성인물(에로),긴다이치 코고로,,,,,,,,,,,
20166823,오오바 유이의 고민상담,An instinctive double personality,2015,20161207,장편,개봉,일본,성인물(에로),일본,성인물(에로),긴다이치 코고로,,,,,,,,,,,
20166804,깨어보니 다른 남편과...,A man who loves...,2015,20161207,장편,개봉,일본,성인물(에로),일본,성인물(에로),긴다이치 코고로,,,,,,,,,,,
20161605,언더월드: 블러드 워,Underworld: Blood Wars,2016,20161130,장편,개봉,미국,"액션,판타지,공포(호러)",미국,액션,안나 포에스터,,,,,,,,,,,
20167821,시간의 종말,For the End of Time,2016,20161103,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김대현,20061889,인디라인,,,,,,,,,
20155301,두 번째 스물,Twenty Again,2015,20161103,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,박흥식,20101554,민영화사,,,,,,,,,
20122235,찡찡 막막,"So Very, Very",2013,20161124,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,박제욱,20062696,아이앤지픽쳐스 ,,,,,,,,,
20165286,처제의 꿈,,2016,20161130,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,박주영,20130184,스마일컨텐츠,,,,,,,,,
20165832,음란 과외,,2016,20161129,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,최우성,20169329,(주)컨텐츠 빌리지,,,,,,,,,
20165287,엠티의 목적,,2016,20161129,장편,개봉,한국,"드라마,코미디",한국,드라마,금마성,20154168,에이치케이 이엔엠,,,,,,,,,
20160144,아내의 사정,,2016,20161129,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,차윤영,20100352,(주)액티버스엔터테인먼트,,,,,,,,,
20165931,성스러운 스즈네 : 제네시스,The Parasite Doctor SUZUNE GENESIS,2011,20161129,장편,개봉,일본,"멜로/로맨스,SF",일본,멜로/로맨스,카네다 류,,,,,,,,,,,
20165947,성스러운 스즈네 : 에볼루션,The Parasite Doctor SUZUNE EVOLUTION,2011,20161129,장편,개봉,일본,"멜로/로맨스,SF",일본,멜로/로맨스,카네다 류,,,,,,,,,,,
20165524,타는 여자,,2016,20161125,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이철민,20142128,주식회사 비엠미디어,,,,,정재혁,,,,
20164405,아빠친구-무삭제판,,2016,20161125,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이슬,20130184,스마일컨텐츠,,,,,,,,,
20165184,스파이 서바이버 무삭제판,Survivor,2015,20161124,장편,개봉,미국,"액션,스릴러",미국,액션,제임스 맥티그,,,,,,,,,,,
20165203,매춘 2016,Harlotry 2016,2016,20161124,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상우,20160321,대호필름,20154628,(주)영화사 사계절,,,,,,,
20164390,맛 2016: 삼시색기- 무삭제판,,2016,20161124,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,최우성,20138995,(주)에이블엔터테인먼트,,,,,,,,,
20163686,캐빈 피버: 페이션트 제로,Cabin Fever: Patient Zero,2014,20161117,장편,개봉,미국,"공포(호러),SF,스릴러",미국,공포(호러),카리 앤드류스,,,,,,,,,,,
20163923,건우먼,Gun Woman,2015,20161117,장편,개봉,일본,액션,일본,액션,미츠타케 쿠란도,,,,,,,,,,,
20163848,정사 : 결혼 말고 연애 무삭제,,2016,20161115,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조경훈,20154628,(주)영화사 사계절,,,,,,,,,
20163689,스와핑 : 친구의 아내,,2016,20161115,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,홍성수,20154628,(주)영화사 사계절,20050029,마법사필름,,,,,,,
20164172,19금 섹스의 늪 무삭특별판,,2016,20161115,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이재남,20063099,(주)케이알씨지,,,,,,,,,
20160861,송지효의 심천연가,708090 Shenzhen Love Story,2015,20161110,장편,개봉,중국,드라마,중국,드라마,임의기,,,,,,,,,,,
20168486,데빌 데쓰,Where the Devil Dwells,2014,20161109,장편,개봉,미국,"공포(호러),범죄,스릴러",미국,공포(호러),마크-안드레 샘손,,,,,,,,,,,
20163107,아더왕의 전설,LA LEGENDE DU ROI ARTHUR,2016,20161109,장편,개봉,한국,"공연,뮤지컬",한국,공연,정성복,20063278,(주)패뷸러스,,,,,,,,,
20163985,카쿠야의 음란한 동거: 그녀의 정사,Fuck me to the moon,2013,20161107,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,타카하타 쿠아나,,,,,,,,,,,
20163984,섹스 전문 레이코의 하루,Ghost Pachinko Girl,2013,20161107,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,야마우치 다이스케,,,,,,,,,,,
20150159,엘렉트라,Elektra,2016,20161105,장편,개봉,미국,공연,미국,공연,,,,,,,,,,,,
20164268,맛 2016: 삼시색기,,2016,20161105,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,최우성,20138995,(주)에이블엔터테인먼트,,,,,,,,,
20165923,후궁 : 천년금애 무삭제 감독판,Sex And The Emperor,1994,20161201,장편,개봉,홍콩,"드라마,멜로/로맨스",홍콩,드라마,왕정,,,,,,,,,,,
20165594,처제의 도발,Sexy file 5,2015,20161201,장편,개봉,일본,성인물(에로),일본,성인물(에로),카토 요시카즈,,,,,,,,,,,
20164197,전사 씨야마,Siyama,2008,20161201,장편,개봉,태국,"액션,어드벤처",태국,액션,프리차 송사쿨,,,,,,,,,,,
20165650,악마의 탄생,Born Bad,2011,20161201,장편,개봉,미국,"스릴러,공포(호러),드라마",미국,스릴러,자레드 콘,,,,,,,,,,,
20165646,시큐리티 스파이,In Security,2013,20161201,장편,개봉,미국,"액션,코미디",미국,액션,아담 비머,,,,,,,에반 비머,,,,
20165705,섹시 캣,"Three sisters of Thief Cosplay ""SEXY CAT""",2007,20161201,장편,개봉,일본,액션,일본,액션,토모마츠 나오유키,,,,,,,,,,,
20163687,라인 오브 듀티,Line of Duty,2013,20161201,장편,개봉,미국,"액션,범죄",미국,액션,브라이언 라미레즈,,,,,,,,,,,
20165592,노출 쾌락 거유녀-후편,The pleasure due to exposure~Busty young wife~,2015,20161201,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20165595,극상 아로마마사지,Wife of the afternoon The first aroma massage,2015,20161201,장편,개봉,일본,성인물(에로),일본,성인물(에로),야마가미 카오루,,,,,,,,,,,
20165530,귀여운 아내 화끈한 애인,Pretty wife,2016,20161201,장편,개봉,일본,성인물(에로),일본,성인물(에로),사토 오사무,,,,,,,,,,,
20165529,결혼하고 싶은 예비 신부,Heart to waver,2016,20161201,장편,개봉,일본,성인물(에로),일본,성인물(에로),카타오카 슈지,,,,,,,,,,,
20165593,VIP전용 여자,Woman for exclusive use of the VIP,2016,20161201,장편,개봉,일본,성인물(에로),일본,성인물(에로),카네다 사토시,,,,,,,,,,,
20161569,새엄마,,2016,20161103,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김무원,20154628,(주)영화사 사계절,20140745,펀펀한영화사,,,,,,,
20149258,작은 형,Unwanted Brother,2015,20161130,장편,개봉,한국,드라마,한국,드라마,심광진,20063153,파인스토리,20138195,(주)인베스트하우스,,,,,,,
20164162,페이 더 고스트,Pay the Ghost,2015,20161130,장편,개봉,캐나다,스릴러,캐나다,스릴러,울리 에델,,,,,,,,,,,
20165942,음란한 영어강사,TV eikaiwakouza no onna,2010,20161130,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,노지리 카츠미,,,,,,,,,,,
20165945,아내의 여자선배,iyasinoonsenryokan bijukujo okami yadochou,2007,20161130,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,사카모토 후토시,,,,,,,,,,,
20160841,북 오브 러브,Book of Love,2016,20161130,장편,개봉,중국,멜로/로맨스,중국,멜로/로맨스,설효로,,,,,,,,,,,
20160472,두 남자,Derailed,2016,20161130,장편,개봉,한국,"범죄,액션",한국,범죄,이성태,20124237,(주)엠씨엠씨,,,,,,,,,
20165944,내 아내의 사정,danchizuma takasimamegumi,2007,20161130,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,사카모토 후토시,,,,,,,,,,,
20165943,기 빨리는 하숙집,Miboujin Gesyuku,2007,20161130,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20160796,괴테,Goethe!,2010,20161130,장편,개봉,독일,"드라마,멜로/로맨스",독일,드라마,필립 슈톨츨,,,,,,,,,,,
20164623,내 여동생은 어린신부,HIKARU,2014,20161128,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,야마우치 다이스케,,,,,,,,,,,
20164627,굿바이 마마,Sunk Into The Womb,2014,20161128,장편,개봉,일본,드라마,일본,드라마,타카오미 오가타,,,,,,,,,,,
20162927,오 마이 파파,OH! My PaPa,2016,20161110,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,박혁지,20157248,(주)하이하버픽쳐스,,,,,,,,,
20165152,여배우 섹스 스캔들2,,2016,20161125,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,야마삐,20063099,(주)케이알씨지,,,,,,,,,
20149660,레몬 트리 패시지 : 죽음의 질주,Lemon Tree Passage,2014,20161128,장편,개봉,호주,"공포(호러),미스터리,스릴러",호주,공포(호러),데이빗 캠벨,,,,,,,,,,,
20165643,친구엄마: 은밀한 유혹 무삭제판,Musuko ga rusutyuu ni tazunetekitatomodati ni yokujyousuruhaha,2011,20161125,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,네지메 지로,,,,,,,,,,,
20162665,좀비의 습격-잃어버린 도시,Another World ,2014,20161125,장편,개봉,이스라엘,"액션,공포(호러),SF",이스라엘,액션,아이탄 루벤,,,,,,,,,,,
20164606,신밧드: 제5의 항해,Sinbad: The Fifth Voyage,2014,20161125,장편,개봉,미국,"판타지,액션,어드벤처",미국,판타지,샤힌 션 솔리몬,,,,,,,,,,,
20165642,스캔들: 세 남녀,Madobe-no-Honkytonk,2010,20161125,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,호리이 아야,,,,,,,,,,,
20165682,새엄마 그리고 나,Kanojyo-no-haha 1,2010,20161125,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,사쿠라지마 하루오,,,,,,,,,,,
20165403,카운트다운,Countdown,2016,20161122,장편,개봉,미국,액션,미국,액션,존 스톡웰,,,,,,,,,,,
20160942,슈퍼소닉,Supersonic ,2016,20161124,장편,개봉,영국,다큐멘터리,영국,다큐멘터리,매트 화이트크로스,,,,,,,,,,,
20163041,자백,Spy Nation,2016,20161013,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,최승호,20160682,한국탐사저널리즘센터,,,,,,,,,
20160799,네 이웃의 아내를 탐하지 마라,Locust,2014,20161124,장편,개봉,러시아,"범죄,드라마",러시아,범죄,예고르 바라노프,,,,,,,,,,,
20038886,벨빌의 세 쌍둥이,The Triplets Of Belleville,2003,20161027,장편,개봉,"프랑스,벨기에,캐나다,영국","애니메이션,코미디",프랑스,애니메이션,실뱅 쇼메,,,,,,,,,,,
20162109,어바웃 레이,About Ray,2015,20161124,장편,개봉,미국,"코미디,드라마",미국,코미디,게비 델랄,,,,,,,,,,,
20161165,무한대를 본 남자,The Man Who Knew Infinity,2015,20161103,장편,개봉,영국,드라마,영국,드라마,맷 브라운,,,,,,,,,,,
20155387,혼자,Alone,2016,20161124,장편,개봉,한국,스릴러,한국,스릴러,박홍민,20143008,농부영화사,,,,,,,,,
20165264,헨젤과 그레텔 2,Hansel vs. Gretel,2015,20161124,장편,개봉,미국,공포(호러),미국,공포(호러),벤 드마리,,,,,,,,,,,
20163200,햄릿,Hamlet,2015,20161124,장편,개봉,영국,공연,영국,공연,린지 터너,,,,,,,,,,,
20165522,토니 탱고,Tony Tango,2015,20161124,장편,개봉,미국,코미디,미국,코미디,마놀로 첼리,,,,,,,,,,,
20162787,테일 오브 테일즈,Tale of Tales,2015,20161124,장편,개봉,"이탈리아,프랑스",판타지,이탈리아,판타지,마테오 가로네,,,,,,,,,,,
20165402,친구엄마: 여자로 보일 때 (무삭제),A Family Portrait,2015,20161124,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,오부치 아키라,,,,,,,,,,,
20165151,얼리전스,Allegiance,2012,20161124,장편,개봉,미국,"액션,전쟁,스릴러",미국,액션,마이클 코너스,,,,,,,,,,,
20164183,사랑: 세 도시 이야기,A Tale Of Three Cities,2015,20161124,장편,개봉,중국,드라마,중국,드라마,장완정,,,,,,,,,,,
20165523,몬스터 맥스,Monster Mutt,2011,20161124,장편,개봉,미국,"코미디,가족",미국,코미디,토드 터커,,,,,,,,,,,
20165046,론울브스,Lone Wolves,2015,20161124,장편,개봉,오스트리아 ,"액션,SF",오스트리아 ,액션,크리스토퍼 쟈콥스,,,,,,,,,,,
20160821,레이디 수잔,Love & Friendship,2016,20161124,장편,개봉,"영국,아일랜드","드라마,멜로/로맨스",영국,드라마,위트 스틸먼,,,,,,,,,,,
20163257,베를린의 연인,Gluck,2012,20161123,장편,개봉,독일,드라마,독일,드라마,도리스 되리에,,,,,,,,,,,
20165442,아내의 스폰서,Miboujin Nakama Reina,2014,20161118,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,시마무라 유키히코,,,,,,,,,,,
20163688,론섬 도브 처치,Lonesome Dove Church,2014,20161118,장편,개봉,캐나다,"서부극(웨스턴),액션",캐나다,서부극(웨스턴),테리 마일즈,,,,,,,,,,,
20162147,세상에서 고양이가 사라진다면,If Cats Disappeared From the World,2015,20161109,장편,개봉,일본,드라마,일본,드라마,나가이 아키라,,,,,,,,,,,
20165247,과부: 탐스러운 육체,Miboujinnobishiri Aiyokuno uzuki Tachibana Keiko,2014,20161119,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,C.나가후쿠,,,,,,,,,,,
20164583,형수님과의 하룻밤,Miboujin,2014,20161117,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,나카노 료,,,,,,,,,,,
20164767,하우 투 플랜 언 오지 인 어 스몰 타운,How to Plan an Orgy in a Small Town,2015,20161114,장편,개봉,캐나다,코미디,캐나다,코미디,제레미 라론드,,,,,,,,,,,
20163983,코어 임팩트: 행성 충돌,Asteroid vs Earth,2014,20161111,장편,개봉,미국,"액션,SF",미국,액션,크리스토퍼 레이,,,,,,,,,,,
20165002,섹스 에드,Sex Ed,2014,20161114,장편,개봉,미국,"코미디,멜로/로맨스",미국,코미디,아이작 페더,,,,,,,,,,,
20164766,블랙 라이더,The Black Rider: Revelation Road,2014,20161114,장편,개봉,미국,"액션,드라마,판타지",미국,액션,가브리엘 세블로프,,,,,,,,,,,
20163624,젊은 과부의 욕정,Nerawareta Miboujin,2009,20161118,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20163644,젊은 미망인의 욕정,Miboujin Natori Sumika,2011,20161118,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20162022,대결,Duel:The Final Round,2016,20160922,장편,개봉,한국,액션,한국,액션,신동엽,20161821,휴메니테라픽쳐스(주),20161241,컴퍼니에이이엔티(주),,,,,,,
20164890,제수씨와의 맛있는 섹스,Miboujin shinzoku goukanzu,2013,20161118,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,크리센진,,,,,,,,,,,
20164850,여자교환섹스,Semerare Miboujin Nakamori Reiko,2014,20161118,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,크리센진,,,,,,,,,,,
20150564,혼숨,HIDE-AND-NEVER SEEK,2016,20161026,장편,개봉,한국,공포(호러),한국,공포(호러),이두환,20142929,(주)무비스퀘어,,,,,,,,,
20161502,라우더 댄 밤즈,Louder Than Bombs,2015,20161027,장편,개봉,"노르웨이,프랑스,덴마크",드라마,노르웨이,드라마,요아킴 트리에,,,,,,,,,,,
20163393,음란하게 음탕하게,It is beautiful enough to become indecent~Forbidden love with brother-in-law~,2015,20161117,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20164444,울프라이징,Werewolf Rising,2014,20161117,장편,개봉,미국,공포(호러),미국,공포(호러),BC 퍼트니,,,,,,,,,,,
20164187,옹박 2016: 혈투,Bloody Destiny,2015,20161117,장편,개봉,중국,"액션,드라마",중국,액션,장계천,,,,,,,,,,,
20163336,연하남 마사지사와의 비밀,Dream of the midsummer,2015,20161117,장편,개봉,일본,성인물(에로),일본,성인물(에로),사토 오사무,,,,,,,,,,,
20164324,속살,,2015,20161117,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,닥터 필,20063099,(주)케이알씨지,,,,,,,,,
20163335,불륜녀의 정욕,Deep greed Affair wife,2015,20161117,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20164242,미이라: 황제의 부활,Day of the Mummy,2014,20161117,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),조니 태버,,,,,,,,,,,
20164169,드래곤 네스트: 평화 기사단 VS 블랙 드래곤,Dragon Nest: Warriors' Dawn,2014,20161117,장편,개봉,중국,"애니메이션,어드벤처,가족,판타지",중국,애니메이션,송유평,,,,,,,,,,,
20164722,내 아내의 엄마: 사위를 탐하다,Gorgeous Sisters,2015,20161117,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,타무라 타카유키,,,,,,,,,,,
20164426,공포의 호수,Lake Fear,2014,20161117,장편,개봉,미국,공포(호러),미국,공포(호러),마이클 크럼,,,,,,,,,,,
20163334,가정부의 젖은 스타킹,Showa Adultery Story~Housekeeper to be tortured~,2015,20161117,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20162931,1820: 잃어버린 제국의 비밀,Fort Ross,2014,20161117,장편,개봉,러시아,"액션,어드벤처,판타지",러시아,액션,유리 모로즈,,,,,,,,,,,
20155385,흔들리는 물결,Blossom,2015,20161027,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김진도,20062285,비밀의화원,20100187,청년필름(주),,,,,,,
20164889,젊은 제수씨 무삭제판,Miboujin Geshuku Araki Hitomi,2011,20161116,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20164849,새엄마: 섹스 하는 날,Giboseihonnou,2010,20161116,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카스가 요시노리,,,,,,,,,,,
20164503,발레뤼스,BALLETS RUSSES,2016,20161116,장편,개봉,프랑스,공연,프랑스,공연,벨로 판,,,,,,,,,,,
20160807,천공의 벌,The Big Bee,2015,20161116,장편,개봉,일본,스릴러,일본,스릴러,츠츠미 유키히코,,,,,,,,,,,
20163523,쌍둥이 에로 킬러 - 자매의 유혹,,2016,20161104,장편,개봉,한국,"멜로/로맨스,액션",한국,멜로/로맨스,이한,20061917,(주)이십일세기미디어,,,,,,,,,
20168483,다크사이드 위치스: 저주의 눈빛,Darkside Witches,2015,20161109,장편,개봉,이탈리아,"SF,스릴러,공포(호러)",이탈리아,SF,제라드 디펜달,,,,,,,,,,,
20164176,불륜 중독: 남자들의 섹스 노리개,Me and my sex android_good bye to my bedfellow,2011,20161114,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,타지리 유우지,,,,,,,,,,,
20164227,두 얼굴 그녀와의 정사,Hideous Memory,2012,20161114,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,한 헤이타로,,,,,,,,,,,
20161412,리골레토,RIGOLETTO,2016,20161012,장편,개봉,프랑스,공연,프랑스,공연,클라우스 구트,,,,,,,,,,,
20148460,서울역,Seoul Station,2016,20160817,장편,개봉,한국,애니메이션,한국,애니메이션,연상호,20111552,주식회사 다다쇼,20100851,(주)화인컷,,,,,,,
20145396,널 기다리며,Missing You,2015,20160310,장편,개봉,한국,스릴러,한국,스릴러,모홍진,20141515,(주)영화사수작,20140888,주식회사 모티브랩,20100807,(주)디씨지플러스,,,,,
20163722,아이스 넥스트 투모로우,Age of Ice,2014,20161104,장편,개봉,미국,"SF,어드벤처",미국,SF,에밀 에드윈 스미스,,,,,,,,,,,
20164605,과부의 속사정,Miboujin kisaragi koyuki,2014,20161111,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,나카노 료,,,,,,,,,,,
20048815,천국에 있는 것처럼,As It Is In Heaven,2004,20161020,장편,개봉,스웨덴,드라마,스웨덴,드라마,케이 폴락,,,,,,,,,,,
20164225,내 이웃의 아내: 부부교환,Can't Satisfy with My Partner,2015,20161110,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,타무라 타카유키,,,,,,,,,,,
20162943,탱크 432,TANK 432,2015,20161110,장편,개봉,영국,"액션,공포(호러),스릴러",영국,액션,닉 질레스피,,,,,,,,,,,
20163982,죽음의 졸업파티,Prom Ride,2015,20161110,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),카짐 모레이크,,,,,,,,,,,
20163386,제부와 갑작스런 불륜,Showa Immorality Affection,2015,20161110,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20163330,젖은 육체의 속삭임,Masochist Portrait,2015,20161110,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20168747,위스키 탱고 폭스트롯,Whiskey Tango Foxtrot,2016,20161110,장편,개봉,미국,"전쟁,드라마,코미디",미국,전쟁,글렌 피카라,,,,,,,존 레쿼,,,,
20160863,에스 파트너,"S for Sex, S for Secret",2015,20161110,장편,개봉,홍콩,"멜로/로맨스,코미디",홍콩,멜로/로맨스,황백기,,,,,,,,,,,
20163945,아메리칸 폴터가이스트,American Poltergeist,2015,20161110,장편,개봉,미국,공포(호러),미국,공포(호러),마이크 루트코스키,,,,,,,,,,,
20168681,아내업고 달리기,Dum Laga Ke Haisha,2015,20161110,장편,개봉,인도,"코미디,멜로/로맨스",인도,코미디,샤랏 카타리야,,,,,,,,,,,
20163390,신혼녀의 뜨거운 호흡,Married sakura woman,2015,20161110,장편,개봉,일본,성인물(에로),일본,성인물(에로),와타나베 모토츠구,,,,,,,,,,,
20162829,스퀴즈,The Squeeze,2015,20161110,장편,개봉,미국,"코미디,드라마",미국,코미디,테리 재스트로,,,,,,,,,,,
20163385,변태 엉덩이 정사,Outside play 2,2015,20161110,장편,개봉,일본,성인물(에로),일본,성인물(에로),야마자키 쿠니노리,,,,,,,,,,,
20163155,바후발리 : 더 비기닝,BAHUBALI : THE BEGINNING,2015,20161110,장편,개봉,인도,"액션,어드벤처,전쟁",인도,액션,S.S. 라자몰리,,,,,,,,,,,
20160805,모즈,MOZU THE MOVIE,2015,20161110,장편,개봉,일본,"액션,스릴러",일본,액션,하스미 에이이치로,,,,,,,,,,,
20163944,더 디바이스,The Device,2014,20161110,장편,개봉,미국,"공포(호러),SF,스릴러",미국,공포(호러),제레미 버그,,,,,,,,,,,
20163878,금지된 섹스 몽정사,,2016,20161109,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,김민욱,20063099,(주)케이알씨지,,,,,,,,,
20163332,그놈의 강제정사,Married woman of sex slaves~the diary of a beautiful wife: AYAKA TOMODA,2015,20161110,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20156942,로렐,Laurel,2015,20160707,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,피터 솔레트,,,,,,,,,,,
20162244,백엔의 사랑,100 Yen Love,2014,20160616,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,타케 마사하루,,,,,,,,,,,
20161524,무스탕: 랄리의 여름,Mustang,2015,20160317,장편,개봉,"프랑스,독일,터키,카타르",드라마,프랑스,드라마,데니즈 겜즈 에르구벤,,,,,,,,,,,
20158019,미스터 쿠퍼,MR. COWPER,2015,20160630,단편,기타,한국,드라마,한국,드라마,오정미,,,,,,,,,,,
20158359,할머니의 먼 집,DEAR GRANDMA,2016,20160929,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이소현,20161361,영화사 연필,,,,,,,,,
20166361,여자전쟁: 봉천동 혈투,,2016,20160714,장편,개봉,한국,드라마,한국,드라마,권성국,20123598,(주)베르디미디어,,,,,,,,,
20161911,여자전쟁: 이사 온 남자,,2016,20161017,장편,개봉,한국,드라마,한국,드라마,송창수,20123598,(주)베르디미디어,,,,,,,,,
20162969,물숨,Breathing Underwater,2016,20160929,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,고희영,20161081,영화사 숨비,,,,,,,,,
20163320,컬러 오브 라이프,In A Small World,2012,20161103,장편,개봉,기타,드라마,기타,드라마,새미 파벨,,,,,,,,,,,
20163943,특별한 맛 - 미시女(녀),A love affair of the heirs beautiful wife,2015,20161103,장편,개봉,일본,"성인물(에로),드라마",일본,성인물(에로),긴다이치 코고로,,,,,,,,,,,
20163384,이쁜 아내를 탐하는자,I was fucked...~Showa Immoral Siege Story~,2015,20161103,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20163328,유부녀와 불기둥,Immoral mother who dedicated herself for her son,2015,20161103,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20163964,섹녀: 친구의 여친,The whereabouts of love,2015,20161103,장편,개봉,일본,"성인물(에로),드라마",일본,성인물(에로),카츠라기 히로후미,,,,,,,,,,,
20163329,불륜의 육체봉사,Showa：Immoral Body service,2015,20161103,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20163327,들이대는 대학선배-이제그만,Married woman of Sex slaves~AYUMI SHINODA~,2015,20161103,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20163966,관능 소설가의 노예 아내,A functional novelist slave wife,2015,20161103,장편,개봉,일본,"성인물(에로),드라마",일본,성인물(에로),긴다이치 코고로,,,,,,,,,,,
20163258,램스,Rams,2015,20161103,장편,개봉,"아이슬란드,덴마크,노르웨이,폴란드",드라마,아이슬란드,드라마,그리무르 하코나르슨,,,,,,,,,,,
20162670,갈리폴리: 최악의 상륙작전,Gallipoli 1915,2012,20161103,장편,개봉,터키,"전쟁,드라마",터키,전쟁,예심 세즈긴,,,,,,,,,,,
20161746,메피스토펠레,Mefistofele,2016,20161030,장편,개봉,독일,공연,독일,공연,,,,,,,,,,,,
20162544,카르미나 그리고 아멘,Carmina & Amen,2014,20161027,장편,개봉,스페인,코미디,스페인,코미디,파코 레온,,,,,,,,,,,
